premise	initial	counterfactual	original_ending	generated_ending	bert_o1h1	bert_o1h123	bert_consec
Avery needed to get to work.	She wanted to take the bus or a cab.	She wanted to take the bus or a cab but was too sick for work.	She found she had no money, credit cards or tokens. She realized that she had no options but to walk. Avery put on her shoes and began her trek.	She found a ride on the bus and was on her way. She was so excited to get to work that she forgot to take her medication. She was on her way to work when she was stopped by a police officer.	4.435824394226074	4.976136207580566	4.082843383153279
Avery needed to get to work.	She wanted to take the bus or a cab.	She wanted to take the bus or a cab but was too sick for work.	She found she had no money, credit cards or tokens. She realized that she had no options but to walk. Avery put on her shoes and began her trek.	She found a ride on the bus and got on her way. She realized that she had no options but to walk. She walked for a while and then decided to take the bus.	4.4826531410217285	4.920121669769287	3.5976704756418862
Avery needed to get to work.	She wanted to take the bus or a cab.	She wanted to take the bus or a cab but was too sick for work.	She found she had no money, credit cards or tokens. She realized that she had no options but to walk. Avery put on her shoes and began her trek.	She found a place at a nearby gas station. She bought a ticket and went to the station. She put on her way and was waiting for the bus.	4.462841033935547	4.889674186706543	4.606758117675781
Avery needed to get to work.	She wanted to take the bus or a cab.	She wanted to take the bus or a cab but was too sick for work.	She found she had no money, credit cards or tokens. She realized that she had no options but to walk. Avery put on her shoes and began her trek.	She found a place at a nearby gas station. She bought a ticket and went to the station. She put on her shoes and began her journey.	4.462841033935547	4.622157573699951	4.247532208760579
Avery needed to get to work.	She wanted to take the bus or a cab.	She wanted to take the bus or a cab but was too sick for work.	She found she had no money, credit cards or tokens. She realized that she had no options but to walk. Avery put on her shoes and began her trek.	She found a place at a nearby gas station. She bought a ticket and went to the station. She was on her way to work when she noticed a man standing in the parking lot.	4.462841033935547	4.893923759460449	4.421609401702881
Avery needed to get to work.	She wanted to take the bus or a cab.	She wanted to take the bus or a cab but was too sick for work.	She found she had no money, credit cards or tokens. She realized that she had no options but to walk. Avery put on her shoes and began her trek.	DEPRECATED	-1	-1	-1
Avery needed to get to work.	She wanted to take the bus or a cab.	She wanted to take the bus or a cab but was too sick for work.	She found she had no money, credit cards or tokens. She realized that she had no options but to walk. Avery put on her shoes and began her trek.	She found a place at a nearby gas station. She bought a ticket and went to the station. She was on her way and was waiting for the bus.	4.462841033935547	4.906496047973633	4.342145601908366
Joey's little sister was bugging him.	He thought it might be funny to trip her.	He thought it might be funny to give her a hug.	He tripped her, and she started crying. Their mom ran into the room. Joey spent the afternoon alone in his room grounded from friends.	He was so nervous, and she was so cute. He was so nervous, and she was so cute. He was so nervous, and she was so cute.	-1	-1	-1
Joey's little sister was bugging him.	He thought it might be funny to trip her.	He thought it might be funny to give her a hug.	He tripped her, and she started crying. Their mom ran into the room. Joey spent the afternoon alone in his room grounded from friends.	DEPRECATED	-1	-1	-1
Joey's little sister was bugging him.	He thought it might be funny to trip her.	He thought it might be funny to give her a hug.	He tripped her, and she started crying. Their mom ran into the room. Joey spent the afternoon alone in his room grounded from friends.	He was so nervous, and she was so nervous. He was so nervous, and she was so nervous. Joey was so nervous, and she was so nervous.	-1	-1	-1
Joey's little sister was bugging him.	He thought it might be funny to trip her.	He thought it might be funny to give her a hug.	He tripped her, and she started crying. Their mom ran into the room. Joey spent the afternoon alone in his room grounded from friends.	DEPRECATED	-1	-1	-1
Joey's little sister was bugging him.	He thought it might be funny to trip her.	He thought it might be funny to give her a hug.	He tripped her, and she started crying. Their mom ran into the room. Joey spent the afternoon alone in his room grounded from friends.	DEPRECATED	-1	-1	-1
Joey's little sister was bugging him.	He thought it might be funny to trip her.	He thought it might be funny to give her a hug.	He tripped her, and she started crying. Their mom ran into the room. Joey spent the afternoon alone in his room grounded from friends.	He was so nervous, and she was crying. He was so nervous, and she was crying. Joey was so nervous, and she was crying.	-1	-1	-1
Joey's little sister was bugging him.	He thought it might be funny to trip her.	He thought it might be funny to give her a hug.	He tripped her, and she started crying. Their mom ran into the room. Joey spent the afternoon alone in his room grounded from friends.	He was so nervous, and she was crying. He was so nervous, and she was crying. He was so nervous, and she was crying.	-1	-1	-1
Joey's little sister was bugging him.	He thought it might be funny to trip her.	He thought it might be funny to give her a hug.	He tripped her, and she started crying. Their mom ran into the room. Joey spent the afternoon alone in his room grounded from friends.	DEPRECATED	-1	-1	-1
Petey held the high score in the pizza parlor's arcade cabinet.	It was a campaign fighting game from the 80s.	Petey returned years later and the machine was still there.	One day Petey went in and the machine was gone. The staff informed him that it had broken down. Petey was so disappointed that the game was gone.	"I went in and the machine was gone. The machine was gone," he said. Petey was so upset that the machine was gone that he took it to the police.	4.769489765167236	5.209747791290283	5.022770722707112
Petey held the high score in the pizza parlor's arcade cabinet.	It was a campaign fighting game from the 80s.	Petey returned years later and the machine was still there.	One day Petey went in and the machine was gone. The staff informed him that it had broken down. Petey was so disappointed that the game was gone.	"I went in and the machine was gone. The machine was gone," he said. Petey was so upset that he called the arcade.	4.769489765167236	5.2455949783325195	4.105368773142497
Petey held the high score in the pizza parlor's arcade cabinet.	It was a campaign fighting game from the 80s.	Petey returned years later and the machine was still there.	One day Petey went in and the machine was gone. The staff informed him that it had broken down. Petey was so disappointed that the game was gone.	"I went in and the machine was gone. The machine was gone," he said. "I was so disappointed that the machine was gone.	4.769489765167236	4.924488067626953	5.065111001332601
Petey held the high score in the pizza parlor's arcade cabinet.	It was a campaign fighting game from the 80s.	Petey returned years later and the machine was still there.	One day Petey went in and the machine was gone. The staff informed him that it had broken down. Petey was so disappointed that the game was gone.	"I went in and the machine was gone. The machine was gone," he said. Petey was so disappointed that he decided to sell the machine.	4.769489765167236	5.23898983001709	4.897101243336995
Petey held the high score in the pizza parlor's arcade cabinet.	It was a campaign fighting game from the 80s.	Petey returned years later and the machine was still there.	One day Petey went in and the machine was gone. The staff informed him that it had broken down. Petey was so disappointed that the game was gone.	"I went in and the machine was gone. The machine was gone," Petey said. "I was so disappointed that the game was gone.	4.769489765167236	5.238211154937744	4.691850980122884
Petey held the high score in the pizza parlor's arcade cabinet.	It was a campaign fighting game from the 80s.	Petey returned years later and the machine was still there.	One day Petey went in and the machine was gone. The staff informed him that it had broken down. Petey was so disappointed that the game was gone.	DEPRECATED	-1	-1	-1
Petey held the high score in the pizza parlor's arcade cabinet.	It was a campaign fighting game from the 80s.	Petey returned years later and the machine was still there.	One day Petey went in and the machine was gone. The staff informed him that it had broken down. Petey was so disappointed that the game was gone.	"I went in and the machine was gone. The machine was gone," he said. Petey was so disappointed that the machine was gone that he bought a new one.	4.769489765167236	5.240411758422852	5.026127338409424
Petey held the high score in the pizza parlor's arcade cabinet.	It was a campaign fighting game from the 80s.	Petey returned years later and the machine was still there.	One day Petey went in and the machine was gone. The staff informed him that it had broken down. Petey was so disappointed that the game was gone.	"I went in and the machine was gone. The machine was gone," he said. Petey was so upset that he took the machine to the police.	4.769489765167236	5.204281330108643	4.950640042622884
Missy bought a ticket to the carnival.	She went in and looked around, open mouthed.	She was disappointed to see it was rundown and dirty when she got inside.	She loved all the games and rides! She spent the whole day having a great time. Missy decided to go back to the carnival the next day.	She was disappointed to see that the carnival was closed. She was disappointed to see that a lot of the rides were closed. She was disappointed to see that the carnival was closed.	5.242990493774414	5.279085636138916	5.207661469777425
Missy bought a ticket to the carnival.	She went in and looked around, open mouthed.	She was disappointed to see it was rundown and dirty when she got inside.	She loved all the games and rides! She spent the whole day having a great time. Missy decided to go back to the carnival the next day.	DEPRECATED	-1	-1	-1
Missy bought a ticket to the carnival.	She went in and looked around, open mouthed.	She was disappointed to see it was rundown and dirty when she got inside.	She loved all the games and rides! She spent the whole day having a great time. Missy decided to go back to the carnival the next day.	DEPRECATED	-1	-1	-1
Missy bought a ticket to the carnival.	She went in and looked around, open mouthed.	She was disappointed to see it was rundown and dirty when she got inside.	She loved all the games and rides! She spent the whole day having a great time. Missy decided to go back to the carnival the next day.	She was disappointed to see that the carnival was closed. She was disappointed to see that a lot of the rides were closed. Missy decided to go back to the carnival and see what was going on.	5.242990493774414	5.278039455413818	5.0194091796875
Missy bought a ticket to the carnival.	She went in and looked around, open mouthed.	She was disappointed to see it was rundown and dirty when she got inside.	She loved all the games and rides! She spent the whole day having a great time. Missy decided to go back to the carnival the next day.	She was disappointed to see that the carnival was closed. She was disappointed to see that the carnival was closed. Missy was disappointed to see that the carnival was closed.	-1	-1	-1
Missy bought a ticket to the carnival.	She went in and looked around, open mouthed.	She was disappointed to see it was rundown and dirty when she got inside.	She loved all the games and rides! She spent the whole day having a great time. Missy decided to go back to the carnival the next day.	DEPRECATED	-1	-1	-1
Missy bought a ticket to the carnival.	She went in and looked around, open mouthed.	She was disappointed to see it was rundown and dirty when she got inside.	She loved all the games and rides! She spent the whole day having a great time. Missy decided to go back to the carnival the next day.	She was disappointed to see that the carnival was closed. She was disappointed to see that the carnival was closed. Missy decided to go back to the carnival and she was disappointed to see that the carnival was closed.	-1	-1	-1
Missy bought a ticket to the carnival.	She went in and looked around, open mouthed.	She was disappointed to see it was rundown and dirty when she got inside.	She loved all the games and rides! She spent the whole day having a great time. Missy decided to go back to the carnival the next day.	DEPRECATED	-1	-1	-1
Barbara was excited to get her ears pierced.	Barbara's mother took her to the jewelry store at the mall.	Barbara's mother forbade her from doing so, so she took her toy shopping instead.	Barbara picked out her earrings. The worker pierced her ears with a piercing gun. Barbara loved the earrings and loved wearing them.	Barbara was excited to get her ears pierced. Barbara's mother forbade her from doing so, so she took her toy shopping instead. Barbara was excited to get her ears pierced.	5.300889015197754	5.322784423828125	5.141893068949382
Barbara was excited to get her ears pierced.	Barbara's mother took her to the jewelry store at the mall.	Barbara's mother forbade her from doing so, so she took her toy shopping instead.	Barbara picked out her earrings. The worker pierced her ears with a piercing gun. Barbara loved the earrings and loved wearing them.	DEPRECATED	-1	-1	-1
Barbara was excited to get her ears pierced.	Barbara's mother took her to the jewelry store at the mall.	Barbara's mother forbade her from doing so, so she took her toy shopping instead.	Barbara picked out her earrings. The worker pierced her ears with a piercing gun. Barbara loved the earrings and loved wearing them.	DEPRECATED	-1	-1	-1
Barbara was excited to get her ears pierced.	Barbara's mother took her to the jewelry store at the mall.	Barbara's mother forbade her from doing so, so she took her toy shopping instead.	Barbara picked out her earrings. The worker pierced her ears with a piercing gun. Barbara loved the earrings and loved wearing them.	DEPRECATED	-1	-1	-1
Barbara was excited to get her ears pierced.	Barbara's mother took her to the jewelry store at the mall.	Barbara's mother forbade her from doing so, so she took her toy shopping instead.	Barbara picked out her earrings. The worker pierced her ears with a piercing gun. Barbara loved the earrings and loved wearing them.	DEPRECATED	-1	-1	-1
Barbara was excited to get her ears pierced.	Barbara's mother took her to the jewelry store at the mall.	Barbara's mother forbade her from doing so, so she took her toy shopping instead.	Barbara picked out her earrings. The worker pierced her ears with a piercing gun. Barbara loved the earrings and loved wearing them.	DEPRECATED	-1	-1	-1
Barbara was excited to get her ears pierced.	Barbara's mother took her to the jewelry store at the mall.	Barbara's mother forbade her from doing so, so she took her toy shopping instead.	Barbara picked out her earrings. The worker pierced her ears with a piercing gun. Barbara loved the earrings and loved wearing them.	DEPRECATED	-1	-1	-1
Barbara was excited to get her ears pierced.	Barbara's mother took her to the jewelry store at the mall.	Barbara's mother forbade her from doing so, so she took her toy shopping instead.	Barbara picked out her earrings. The worker pierced her ears with a piercing gun. Barbara loved the earrings and loved wearing them.	DEPRECATED	-1	-1	-1
Gina's extended family was fighting another family.	They were in a park, and someone called the police.	The police thought it was a prank call.	The police cars drove up fast with their sirens blaring. They jumped out of the cars and began to run towards them. The police broke up the fight and questioned everyone.	The police were wrong. They were wrong because the family was in the wrong place at the wrong time. The police were wrong because they were wrong.	5.104529857635498	5.158326148986816	5.130473772684733
Gina's extended family was fighting another family.	They were in a park, and someone called the police.	The police thought it was a prank call.	The police cars drove up fast with their sirens blaring. They jumped out of the cars and began to run towards them. The police broke up the fight and questioned everyone.	The police were wrong. They were wrong because the family and the police were in the same room. The police were wrong because they were in the same room.	5.104529857635498	5.183344841003418	5.174494584401448
Gina's extended family was fighting another family.	They were in a park, and someone called the police.	The police thought it was a prank call.	The police cars drove up fast with their sirens blaring. They jumped out of the cars and began to run towards them. The police broke up the fight and questioned everyone.	DEPRECATED	-1	-1	-1
Gina's extended family was fighting another family.	They were in a park, and someone called the police.	The police thought it was a prank call.	The police cars drove up fast with their sirens blaring. They jumped out of the cars and began to run towards them. The police broke up the fight and questioned everyone.	DEPRECATED	-1	-1	-1
Gina's extended family was fighting another family.	They were in a park, and someone called the police.	The police thought it was a prank call.	The police cars drove up fast with their sirens blaring. They jumped out of the cars and began to run towards them. The police broke up the fight and questioned everyone.	DEPRECATED	-1	-1	-1
Gina's extended family was fighting another family.	They were in a park, and someone called the police.	The police thought it was a prank call.	The police cars drove up fast with their sirens blaring. They jumped out of the cars and began to run towards them. The police broke up the fight and questioned everyone.	The police were wrong. They were wrong because the family was not a family. The police were wrong because they were not a family.	5.104529857635498	5.246865272521973	5.08222500483195
Gina's extended family was fighting another family.	They were in a park, and someone called the police.	The police thought it was a prank call.	The police cars drove up fast with their sirens blaring. They jumped out of the cars and began to run towards them. The police broke up the fight and questioned everyone.	DEPRECATED	-1	-1	-1
Gina's extended family was fighting another family.	They were in a park, and someone called the police.	The police thought it was a prank call.	The police cars drove up fast with their sirens blaring. They jumped out of the cars and began to run towards them. The police broke up the fight and questioned everyone.	DEPRECATED	-1	-1	-1
Cis was doing her laundry.	She took her clothes out of the washer.	She was missing a sock but the washer was empty.	Then she spotted something. There was a $100 bill in the washer! That was a great day for Cis.	She was in the bathroom and she heard a knock on the door. She opened it and saw a man with a gun. She was scared.	3.2199766635894775	3.305328369140625	3.0432355801264444
Cis was doing her laundry.	She took her clothes out of the washer.	She was missing a sock but the washer was empty.	Then she spotted something. There was a $100 bill in the washer! That was a great day for Cis.	DEPRECATED	-1	-1	-1
Cis was doing her laundry.	She took her clothes out of the washer.	She was missing a sock but the washer was empty.	Then she spotted something. There was a $100 bill in the washer! That was a great day for Cis.	DEPRECATED	-1	-1	-1
Cis was doing her laundry.	She took her clothes out of the washer.	She was missing a sock but the washer was empty.	Then she spotted something. There was a $100 bill in the washer! That was a great day for Cis.	DEPRECATED	-1	-1	-1
Cis was doing her laundry.	She took her clothes out of the washer.	She was missing a sock but the washer was empty.	Then she spotted something. There was a $100 bill in the washer! That was a great day for Cis.	DEPRECATED	-1	-1	-1
Cis was doing her laundry.	She took her clothes out of the washer.	She was missing a sock but the washer was empty.	Then she spotted something. There was a $100 bill in the washer! That was a great day for Cis.	DEPRECATED	-1	-1	-1
Cis was doing her laundry.	She took her clothes out of the washer.	She was missing a sock but the washer was empty.	Then she spotted something. There was a $100 bill in the washer! That was a great day for Cis.	DEPRECATED	-1	-1	-1
Cis was doing her laundry.	She took her clothes out of the washer.	She was missing a sock but the washer was empty.	Then she spotted something. There was a $100 bill in the washer! That was a great day for Cis.	DEPRECATED	-1	-1	-1
Angelina wants to make an apple pie.	She has the apples but they need to be peeled.	She has the bananas but they need to be peeled.	She starts peeling. Finally they are all peeled. Angelina finishes making the apple pie.	She has the apples but they need to be cut. She has the apples but they need to be sliced. She has the apples but they need to be cooked.	-1	-1	-1
Angelina wants to make an apple pie.	She has the apples but they need to be peeled.	She has the bananas but they need to be peeled.	She starts peeling. Finally they are all peeled. Angelina finishes making the apple pie.	DEPRECATED	-1	-1	-1
Angelina wants to make an apple pie.	She has the apples but they need to be peeled.	She has the bananas but they need to be peeled.	She starts peeling. Finally they are all peeled. Angelina finishes making the apple pie.	DEPRECATED	-1	-1	-1
Angelina wants to make an apple pie.	She has the apples but they need to be peeled.	She has the bananas but they need to be peeled.	She starts peeling. Finally they are all peeled. Angelina finishes making the apple pie.	She has the apples. She has the peaches. She has the strawberries.	5.173952102661133	5.185845375061035	5.198550860087077
Angelina wants to make an apple pie.	She has the apples but they need to be peeled.	She has the bananas but they need to be peeled.	She starts peeling. Finally they are all peeled. Angelina finishes making the apple pie.	DEPRECATED	-1	-1	-1
Angelina wants to make an apple pie.	She has the apples but they need to be peeled.	She has the bananas but they need to be peeled.	She starts peeling. Finally they are all peeled. Angelina finishes making the apple pie.	DEPRECATED	-1	-1	-1
Angelina wants to make an apple pie.	She has the apples but they need to be peeled.	She has the bananas but they need to be peeled.	She starts peeling. Finally they are all peeled. Angelina finishes making the apple pie.	DEPRECATED	-1	-1	-1
Angelina wants to make an apple pie.	She has the apples but they need to be peeled.	She has the bananas but they need to be peeled.	She starts peeling. Finally they are all peeled. Angelina finishes making the apple pie.	DEPRECATED	-1	-1	-1
Peyton and Tom played football often.	Tom always won for many Year's.	Peyton always won for many years.	Peyton never gave up and kept practicing. Peyton finally beat Tom at a game of football. Tom was a bad sport and punched Peyton in the face.	Tom never won. Peyton was a great player, but Tom was a great player. Tom was a great player, but Peyton was a great player.	5.118433952331543	5.285211563110352	5.006255149841309
Peyton and Tom played football often.	Tom always won for many Year's.	Peyton always won for many years.	Peyton never gave up and kept practicing. Peyton finally beat Tom at a game of football. Tom was a bad sport and punched Peyton in the face.	Peyton was a great player. Peyton was a great man. Tom was a great man.	-1	-1	-1
Peyton and Tom played football often.	Tom always won for many Year's.	Peyton always won for many years.	Peyton never gave up and kept practicing. Peyton finally beat Tom at a game of football. Tom was a bad sport and punched Peyton in the face.	DEPRECATED	-1	-1	-1
Peyton and Tom played football often.	Tom always won for many Year's.	Peyton always won for many years.	Peyton never gave up and kept practicing. Peyton finally beat Tom at a game of football. Tom was a bad sport and punched Peyton in the face.	DEPRECATED	-1	-1	-1
Peyton and Tom played football often.	Tom always won for many Year's.	Peyton always won for many years.	Peyton never gave up and kept practicing. Peyton finally beat Tom at a game of football. Tom was a bad sport and punched Peyton in the face.	DEPRECATED	-1	-1	-1
Peyton and Tom played football often.	Tom always won for many Year's.	Peyton always won for many years.	Peyton never gave up and kept practicing. Peyton finally beat Tom at a game of football. Tom was a bad sport and punched Peyton in the face.	Tom never won. Peyton was a great player, but Tom was a great player. Tom was a great player, but Peyton was the best.	5.118433952331543	5.287020683288574	5.001890659332275
Peyton and Tom played football often.	Tom always won for many Year's.	Peyton always won for many years.	Peyton never gave up and kept practicing. Peyton finally beat Tom at a game of football. Tom was a bad sport and punched Peyton in the face.	Tom never won. Peyton was a great player, but Tom was a great player. Tom was a great player and Peyton was a great player.	5.118433952331543	5.291656494140625	5.002527713775635
Peyton and Tom played football often.	Tom always won for many Year's.	Peyton always won for many years.	Peyton never gave up and kept practicing. Peyton finally beat Tom at a game of football. Tom was a bad sport and punched Peyton in the face.	Peyton never lost. Peyton was the great football player. Tom was a great football player.	5.216652870178223	5.2867255210876465	5.109204928080241
Amy's class was going to the museum on a field trip.	Amy was excited to view the King Tut exhibit.	Amy did not want to go and thought it would be boring.	Amy asked the information desk where to find the exhibit. The lady informed her the Exhibit left the month before. Amy became sad.	Amy was not a good student and she was not going to be a good teacher. The museum was her favorite place to go. Amy was not going to be a good teacher.	5.166711330413818	5.274490833282471	2.232154174397389
Amy's class was going to the museum on a field trip.	Amy was excited to view the King Tut exhibit.	Amy did not want to go and thought it would be boring.	Amy asked the information desk where to find the exhibit. The lady informed her the Exhibit left the month before. Amy became sad.	Amy was the only one who knew how the museum was. The museum was a huge building with a lot of different exhibits. Amy was not sure what to expect.	5.21649694442749	5.265311241149902	4.116312265396118
Amy's class was going to the museum on a field trip.	Amy was excited to view the King Tut exhibit.	Amy did not want to go and thought it would be boring.	Amy asked the information desk where to find the exhibit. The lady informed her the Exhibit left the month before. Amy became sad.	Amy asked the teacher if she could take the class. The teacher said yes. Amy was excited.	5.202221393585205	5.234423637390137	3.992785175641378
Amy's class was going to the museum on a field trip.	Amy was excited to view the King Tut exhibit.	Amy did not want to go and thought it would be boring.	Amy asked the information desk where to find the exhibit. The lady informed her the Exhibit left the month before. Amy became sad.	Amy was the only one who knew how to play the violin. The violin was her favorite instrument. Amy was a very talented violinist.	4.939780235290527	5.154224395751953	4.807774384816487
Amy's class was going to the museum on a field trip.	Amy was excited to view the King Tut exhibit.	Amy did not want to go and thought it would be boring.	Amy asked the information desk where to find the exhibit. The lady informed her the Exhibit left the month before. Amy became sad.	Amy was the only one who knew how the museum was. The museum was a huge building with a lot of exhibits. Amy was not sure if she wanted to go.	5.21649694442749	5.2738938331604	3.975982109705607
Amy's class was going to the museum on a field trip.	Amy was excited to view the King Tut exhibit.	Amy did not want to go and thought it would be boring.	Amy asked the information desk where to find the exhibit. The lady informed her the Exhibit left the month before. Amy became sad.	DEPRECATED	-1	-1	-1
Amy's class was going to the museum on a field trip.	Amy was excited to view the King Tut exhibit.	Amy did not want to go and thought it would be boring.	Amy asked the information desk where to find the exhibit. The lady informed her the Exhibit left the month before. Amy became sad.	Amy was the only one who knew how to play. The other students were the ones who were not interested. Amy was the only one who knew how to play.	4.443172931671143	5.154205322265625	3.527348756790161
Amy's class was going to the museum on a field trip.	Amy was excited to view the King Tut exhibit.	Amy did not want to go and thought it would be boring.	Amy asked the information desk where to find the exhibit. The lady informed her the Exhibit left the month before. Amy became sad.	Amy was the only one who knew how the museum worked. The museum was a huge complex with a lot of exhibits. Amy was not interested in going.	5.197917938232422	5.277880668640137	3.794040083885193
Irene had just gotten a job bartending to pay for college.	It was her first night and she was afraid.	It was her first night and she stayed home.	She thought men would be rude to her. But they were so polite and friendly! She was enjoyed her first night at her job.	She was tired and she was hungry. But she was so excited and she wanted to do something special. She was so excited to be at her first job.	3.5943312644958496	4.970298767089844	3.39394474029541
Irene had just gotten a job bartending to pay for college.	It was her first night and she was afraid.	It was her first night and she stayed home.	She thought men would be rude to her. But they were so polite and friendly! She was enjoyed her first night at her job.	She was tired and she was hungry. But she didn so excited and she wanted to do something fun. She was so excited to be at her job.	3.5943312644958496	4.641883373260498	2.870188593864441
Irene had just gotten a job bartending to pay for college.	It was her first night and she was afraid.	It was her first night and she stayed home.	She thought men would be rude to her. But they were so polite and friendly! She was enjoyed her first night at her job.	DEPRECATED	-1	-1	-1
Irene had just gotten a job bartending to pay for college.	It was her first night and she was afraid.	It was her first night and she stayed home.	She thought men would be rude to her. But they were so polite and friendly! She was enjoyed her first night at her job.	DEPRECATED	-1	-1	-1
Irene had just gotten a job bartending to pay for college.	It was her first night and she was afraid.	It was her first night and she stayed home.	She thought men would be rude to her. But they were so polite and friendly! She was enjoyed her first night at her job.	She thought she would be able to sleep. But then she heard a knock on the door. She opened it and saw a man with a gun.	3.6640875339508057	4.0205979347229	3.568647861480713
Irene had just gotten a job bartending to pay for college.	It was her first night and she was afraid.	It was her first night and she stayed home.	She thought men would be rude to her. But they were so polite and friendly! She was enjoyed her first night at her job.	She thought she would be able to sleep. But then she heard a knock on the door. She was surprised to see a man in a white shirt and blue jeans.	3.6640875339508057	4.109003067016602	3.5596675078074136
Irene had just gotten a job bartending to pay for college.	It was her first night and she was afraid.	It was her first night and she stayed home.	She thought men would be rude to her. But they were so polite and friendly! She was enjoyed her first night at her job.	She thought she would be able to sleep. But then she heard a knock on the door. She was surprised to see a man in a suit and tie.	3.6640875339508057	4.13148832321167	3.59136430422465
Irene had just gotten a job bartending to pay for college.	It was her first night and she was afraid.	It was her first night and she stayed home.	She thought men would be rude to her. But they were so polite and friendly! She was enjoyed her first night at her job.	DEPRECATED	-1	-1	-1
The other night my husband and I met our friend Greg for pizza.	Greg ordered a pizza with anchovies, olives, and sun dried tomatoes.	But Greg turned up drunk, and decided to order more beer instead of any food!	Greg offered my husband a slice. Neither of them could eat more than one slice because it was so salty! They ended up taking the pizza to go.	Greg was so drunk that he didn't even know what he was ordering! I was so angry that I was so upset that I started so angry that I was so angry that I was so angry that I was so angry that I was so angry that I was so angry that I was so angry that I was so angry that I was so angry that I was so angry that I was	-1	-1	-1
The other night my husband and I met our friend Greg for pizza.	Greg ordered a pizza with anchovies, olives, and sun dried tomatoes.	But Greg turned up drunk, and decided to order more beer instead of any food!	Greg offered my husband a slice. Neither of them could eat more than one slice because it was so salty! They ended up taking the pizza to go.	Greg was so drunk that he didn't even know what he was ordering! I was so upset that I didn to tell him that he was going to be fined for this. I was so upset that I didn't tell him that he was going to be fined for this.	-1	-1	-1
The other night my husband and I met our friend Greg for pizza.	Greg ordered a pizza with anchovies, olives, and sun dried tomatoes.	But Greg turned up drunk, and decided to order more beer instead of any food!	Greg offered my husband a slice. Neither of them could eat more than one slice because it was so salty! They ended up taking the pizza to go.	Greg was so drunk that he didn't even know what he was ordering! I was so upset that I didn't even know what to do. I was so angry that I didn't even know what to do.	-1	-1	-1
The other night my husband and I met our friend Greg for pizza.	Greg ordered a pizza with anchovies, olives, and sun dried tomatoes.	But Greg turned up drunk, and decided to order more beer instead of any food!	Greg offered my husband a slice. Neither of them could eat more than one slice because it was so salty! They ended up taking the pizza to go.	Greg was so drunk that he didn't even know what he was ordering! I could so angry and upset that I started to tell him! I was so angry and upset that I started to tell him!	-1	-1	-1
The other night my husband and I met our friend Greg for pizza.	Greg ordered a pizza with anchovies, olives, and sun dried tomatoes.	But Greg turned up drunk, and decided to order more beer instead of any food!	Greg offered my husband a slice. Neither of them could eat more than one slice because it was so salty! They ended up taking the pizza to go.	Greg was so drunk that he didn't even know what he was ordering! I could tell he was in a bad mood, so I asked him what he was drinking. He said he was drinking a beer called "The Great American Beer Festival".	5.241507053375244	5.261728763580322	4.585465749104817
The other night my husband and I met our friend Greg for pizza.	Greg ordered a pizza with anchovies, olives, and sun dried tomatoes.	But Greg turned up drunk, and decided to order more beer instead of any food!	Greg offered my husband a slice. Neither of them could eat more than one slice because it was so salty! They ended up taking the pizza to go.	Greg was so drunk that he didn't even know what he was ordering! I could tell he was really drunk because he was so drunk! He ended up taking the pizza to the toilet and then he started screaming and screaming and screaming!	5.241507053375244	5.272439479827881	5.036064147949219
The other night my husband and I met our friend Greg for pizza.	Greg ordered a pizza with anchovies, olives, and sun dried tomatoes.	But Greg turned up drunk, and decided to order more beer instead of any food!	Greg offered my husband a slice. Neither of them could eat more than one slice because it was so salty! They ended up taking the pizza to go.	Greg was so drunk that he didn't even know what he was ordering! I was so upset that I didn't even know what to do. I ended up taking the pizza to the kitchen and asking for a refund.	5.241507053375244	5.258538722991943	3.317615270614624
The other night my husband and I met our friend Greg for pizza.	Greg ordered a pizza with anchovies, olives, and sun dried tomatoes.	But Greg turned up drunk, and decided to order more beer instead of any food!	Greg offered my husband a slice. Neither of them could eat more than one slice because it was so salty! They ended up taking the pizza to go.	Greg was so drunk that he didn't even know what he was ordering! I could tell he was really drunk because it was so hard to tell if he was drunk or not. He ended up taking the pizza to the toilet and then he started to get really angry.	5.241507053375244	5.262275695800781	4.519543965657552
I called Carly to ask her on a date.	I got her voicemail.	She said that we should just stay friends which made me really sad.	I texted her that we should talk soon. She texted me back, asking why we should talk soon. I told her I liked her.	I was like, "I'm not dating you, I'm dating Carly." She said, "I'm not dating you, I'm dating Carly." I was like, "I'm not dating you, I'm dating Carly."	-1	-1	-1
I called Carly to ask her on a date.	I got her voicemail.	She said that we should just stay friends which made me really sad.	I texted her that we should talk soon. She texted me back, asking why we should talk soon. I told her I liked her.	I was like, "I don't want to date you." She said, "I don't want to date you. I don't want to date you."	4.293735504150391	4.800479888916016	4.458469708760579
I called Carly to ask her on a date.	I got her voicemail.	She said that we should just stay friends which made me really sad.	I texted her that we should talk soon. She texted me back, asking why we should talk soon. I told her I liked her.	I was like that's not fair. She said that she was going to go out with me. I told her I was going to go out with her.	3.365175247192383	5.052832126617432	3.479665438334147
I called Carly to ask her on a date.	I got her voicemail.	She said that we should just stay friends which made me really sad.	I texted her that we should talk soon. She texted me back, asking why we should talk soon. I told her I liked her.	I was like, "I don't know what to say. She's my friend, but she's not my friend. I'm not going to date her."  I was like, "I'm sorry, but I don't really.	2.8630518913269043	4.8824663162231445	3.0359455347061157
